text,sentiment
سلام دوستان پول هوشمند درون سهم هست و داره سهم رو جمع میکنه .من خودم 20 درصد ضررم .فردا به خط روند میان مدت برخورد میکنه و برمیگرده,positive
صبا آخرین فرصت ورود فردا است با توجه به عرضه اولیه و شود بسیار بالا و ورود صهامدارن تازه نفس از شستا و خودرو و. صعود شارپ باید بکنه. سیگنال نیست خودتون فبل از ورود تحلیل و بررسی کنید بعد وارد شید.,positive
از بنیادی ترین سهم های بازاره هواستون باشه چی میفروشین,positive
اگه طبق روال هفته اینده هم عرضه اولیه اش انجام بشه یه افشای الف قشنگ داریم برای صبا,positive
تک سهم با صبا میرم جلو فعلا 18 درصد سود,positive
تامین سرمایه امین از زیرمجموعه های صبا در بورس پذیرش شد. خبری مثبت برای نماد صبا,positive
بخاطر حقوقی فروختم رفت واقعا حقوقی سهام دارا رو بازی میده ولی سهم خوبیه واسه بلند مدت,positive
به نظرم شنبه روند صعودی سهم شروع میشه,positive
در حال تکمیل انتهای موج دوم اصلاحی و از هفتهٔ بعد رشد قیمتی در قالب موج سوم,positive
اصلاح قیمتی سهم نهایت اول هفته آینده به پایان میرسه. بعدشم اصلاح زمانی داریم ک البته کوتاه,positive
سود برج 5 و افزایش سرمایه برج 6.,positive
دیروز گفتم چهارشنبه آخر وقت خودش نشون میده ، صبوری کنید مزد تون میگیرین,positive
دقیقا موافقم فاضل جان. احتمالا تعداد زیادی از سهامداران شستا کم کم ازش خارج میشن و صبا میخرن. این قضیه ممکنه خیلی به روند صعود صبا در هفته آینده کمک کنه,positive
من پیش بینی میکنم فردا سهام داران خارج شده از شستا و نمادهای خودرو و … میان سمت صبا و وصنعت,positive
فعلا این سهم و وصنعت قویترین سهم های بازارند. برید ببینید,positive
بنظر من صبا از شستا هم بهتر میشه,positive
صبا هدف: کوتاه مدت 42000 و میان مدت 54000 حد ضرر: 28000,positive
با توجه ب هم گروه ها جا مانده,positive
صبا یه سهمیه که اصلا جای نگرانی نداره!فقط بخربذارگوشه وگوشیتم خاموش کن بعد6 ماه بیا نگاه کن فقط صبا وشستا وسیتا,positive
صبا و شستا هر دو عرضه اولیه بودن در ماه های گذشته. ارزش گذاری کارشناسی شستا 850 تومان برای هر سهم و صبا 1200 بوده ، حالا شستا بالای پنج هزار تومانه هر سهمش ولی صبا جامونده. واقعا الان با توجه به پرتفوی و صورتهای مالی و سودآوری صبا ، این قیمت براش سوپرمفته. ارزش واقعی صبا رو بزودی خواهیم دید. پس در خریدش تردید نکنید,positive
انتهای موج چهارم احتمالا مابین فیبوی 0.382 و 0.50 موج سوم و رشد تا 44000 ریال (محدوده قرمز),positive
امروز 200 میلیون خرید کردم و به جرگه سهامداران صبا پیوستم. صبا مثل شستا آبروی بورس ایرانه ، خواهشا درست سهامداری کنید,positive
اصلأ اینطور نیست. بعد از این اصلاحها ، من 49 درصد تو سودم. این سهم فوق العاده بوده و هست,positive
خودم توی ضررم. اما فروشنده ی صبا نیستم و اگرم نقد بشم از سهمی به صبا اضافه میکنم چون به روزهای آینده اش اعتماد دارم. بورس همش رنگ سبز و +5 نیست. بورس همش صبره صبر البته به پای سهم خوب نه سهم آشغال. که صبا از بهترینهاست. .,positive
دیگه جونی برای فروشنده ها نمونده احتمالا از فردا یا نهایتا شنبه مثبته انشاالله,positive
واسه اون افرادی که زیر قیمت پایانی دارن میفروشن متاسفم.شما برو غاز بچرون کف قیمت فردا بیشتر از اون چیزی هست که امروز داری میفروشی.تو 5% منفی داری میفروشی قیمت فردا اگر 5% منفی هم بخوره از امروز بیشتر میشه. چرا آخه؟ فردا یا شنبه این سهم صف خریده سنگینه.موفق باشید,positive
کاملا با قواعد میره جلو,positive
منتظر تایید کندلی و خرید فعلا تا سقف قیمت 39000,positive
فردا اول بازار منفی و ساعت 9:30مثبت 5تماشا داره,positive
امروز هر کی خرید برد,positive
دوستانی که به هر دلیل سهم صبا رو نفروختن تا الان. دیگه الان وقت فروشش نیست. اصلاحش داره تموم میشه و فروش سهم عاقلانه نیست. البته هرکسی اختیار سهم خودشو داره و من فقط نظر شخصی دادم. بازم هرجور خودتون صلاح میدونید. من دیگه الان فروشنده نیستم. موفق باشید💐,positive
آره کار بورس تمومه. صبا ورشکستس ، حمایت رو از دست داده و. شما بفروش برو. که اصلا بعید میدونم صبا رو داشته باشید. دلت به حال ما نمیخواد بسوزه. فقط برووووو. چند وقت دیگه هم بیا یواشکی نگاه بنداز و رشدش رو ببین و بازم برووووو ... ,positive
آخرای اصلاحشه. الان خارج شدن اشتباهه,positive
توصیه اکید به نگهداری,positive
درگیر موج 4 بودیم که به زودی وارد موج 5 میشیم. همچین حرکتیو براش متصورم,positive
صبا افزایش سرمایه 200 درصدی داده زیر مجموعه شستا. pe8 داره از اون بهتر نداریم که صبر کنید تا روندش شروع شه,positive
امروز هرچه منفی میخورد جمع میکنند قیمت سهم تا پنج هزار میرود .این اونای که بورس بازند میفهمند .من خودم امروز 20000 خریدم. تو صیه به خرید دارم,positive
ای صبا جان هر چه قدر هم بازیم بدی ازت پیاده نمیشم. تمام,positive
سهم داخل منفی پنج بعد برید قدرت خریدار رو ببینید نفروشید که هفته دیگه حسرت میخورید,positive
فردا منفی شد عالیه واسه خرید,positive
بازیگرای صبا دارن ازتون نوسان گیری میکنند. خودتون گول نزنید که یک روزی میره بالا. بله یک روز بالا میره ولی فعلا با نوسان گیری دارن جیبتون خالی میکنند.,positive
دوباره خرید کردم خرید اول روی 2300 خرید بعدی هم الان روی حمایت خرید کنید. 200 درصد افزایش سرمایه. 424 تومان سود. بفروشند ای 8. سهامداری کنید,positive
وژدانن دو دقیقه روی سهم زوم کنید چطور صف هاتون جمع میشه,positive
اقا سهامداری کنید چرا دارید به حقوقی سود میدین,positive
چه سهم ماهیه. معرکه ست. کسی که تکنیکال بلده میدونه چی میگم. فردا ورود سنگین.,positive
امروز اکثر سهمها فرصت خرید بسیار خوبی دادند.,positive
بازار داره برمیگرده نفروشید!,positive
خوشم میاد این سایت خیلی دلسوز داره و یه عالمه استاد فن..شما که میدونستید تا اینقدر پایین میاد چرا اومدی تو سهم ..ایست میکردی اون موقع میامدی ... بابا چند روز اومدین تو بورس شدی استاد بورس ایران..,negative
دوستان این سهم روی موج 4 هست و تا 3210 خواهد رفت علاوه بر ان شکست حمایت 3840 دقیقا همین را تایید خواهد کرد. ایرادی هم به سهم وارد نیست در حال اصلاح هست تکمیل آن هم زمانبر هست حداقل 2 هفته. حتی اگر 3200هم رد بشه 2408 قویترین حمایت خواهد بود. مثل من میانگین کم کنید. با صبر سود می کنید. موفق باشید.,negative
باتوجه به کراس شدن خط macdاز بالا نسبت به خط سیگنال برای فروش را تایید می کند. و به نظر من تا محدوده 250\255باز خواهد گشت,negative
سلطان فقط وبصادر و خبهمن و شستا /,negative
تا 3204 اصلاح میکنه(نظر شخصی),negative
اگه اندکی سواد تابلو خوانی داشتین وقتی میدیدین 650 میلیون حجم صف فروشه پس شنبه هم منفیه اینو هر خردسالی میدونه. حجم صف فروش چهارشنبه و سه شنبه رو با یکشنبه مقایسه کنید,negative
اول هفته پیش بهتون گفتم این سهم وارد اصلاح شده میتونید تو پیامها ببینید. الانم دارم میگم یک ماه از این سهم انتظار سود نداشته باشید.,negative
هرکی موافق شاخص سازا تو اصلاحن و تجارت تا 300 منفی میشه زیر این کامنت یه لایک بنویسه,negative
من نمی دونم ولله چقدر ادم باید حقیر باشه که دوست داشته باشه فقط بهش توهین بشه. .,negative
الان در بیشتر گروه های خودرو بزرگترین مشکل همین 25 درصد شناوریه چه خودرو چه خساپا,negative
نفروشید لطفا,negative
سهام بانکی نهایت 10 تا 15 درصد دیگه منفی دارن.احتمالا شنبه مثبت بشن و بعد دوباره دو روز منفی. پشت بندش به زبون ساده رشدش شروع میشه. به حرفای الکی به اصطلاح سابقه دارای بورس کوچکترین اهمیتی ندین.این دوستان هنوز شاخص کل رو نمیدونن چیه تا چه برسه تحیلیل و تکنیکال کردن نماد.,negative
وتجارت. 350 چیه برادر من این سهم تا 280 میریزه و بعد شاید درجا بزنه یک ماهی بزور برسه همینجا که هست ، فقط باید فروخت,negative
خیلیا اینجا تو فاز آلبوم خاطراتن ، بابا سهم سقوط میکنه همتون ضرر میدین,negative
بده به فکر اینم مردم کشورم ، هموطنای سختی دیده این مملکت ضرر ندن. بابا هزار تا دلیل آوردم این سهم ریزشیه شدیده بفروشید ، خدا داند که عوامل وتجارت اینجا تو کامنتا چقدر به به چه چه میکنن که سهم نریزه ولی میریزه و خیلیا بدبخت میشن,negative
جناب sharping واقعا خجالت نمیکشی میای منفی میگی دل سهامدارانی که تازه واردن رو خالی میکنی هنوز نمیدونی این سهم سهامدار عمدش کیه و چه اهدافی داره و ریز این مدت برای چی هست همه جمع موافق هستن که شما دیگه اینجا پیام ندی,negative
سلطان و تجارت خسته کن قشنگ بیان پایین تو صعود اذیتمون نکنن,negative
شنبه منفیه ، این سهم تا دو هفته منفی میخوره,negative
سلام وقت بخیر.البته نظر شخصی منه ، بازیگردان سهام وتجارت کارش خسته کردن سهامداره 🌹,negative
جناب sharping یه سوال ساده ازت دارم مهمترین فاکتور تو تابلوخانی چیه؟ لطفا جواب بده تا بحث کنیم اما اگه جواب ندادی دیگه منفی بافی نکن,negative
وتجارت o7er 7alue و کف سازی درست حسابی نکرده ، خیلی ریزشیه مثل سقوط آزاده هیجانش زیاده ، قیافهاتونم دیدنیه اونموقع ، بفروشید البته خود دانید,negative
--بخدا سر غسالم همین بلا اومد دقیقا همین ماجرا اینجا هم تکرار میشه یکدفعه 60 درصد ضرر داد همه میگفتن فلان اضافه میکنیم بخرید ، مثبته و هزار تا دلیل من با 15 سال سابقه کار کردن تو یکی از کارگزاری های معروف میگم این سهم بزودی خیلیارو بدبخت میکنه ، بشدت ریزش,negative
چقدر اینجا دلسوز زیاده همه دلسوزا هم میگن مباد پایین همه چی نابود میشه😇,negative
سهم به شدت ریزشیه تا 280 میریزه ، اینایی که روی 400 خریدن میان اینجا خوب میگن هیچیم بارشون نیست تا دلشون خنگ شه بلاخره سرمایشونه خب حقم دارن ولی عزیزان سهم ریزشیه تا 280 میریزه بفروشید,negative
سهم تا 280 میریزه ، بدبخت میشید ، وتجارت سریع شنبه اول صبح بفروشید ، سهم تا قبل مجمع و یک هفته بعد مجمع منفی میخوره و خیلی ضرر میده ، از من به شما نصیحت,negative
بابا مجمع عادیه ، افزایش سرمایه کجا بوده عزیزای من,negative
بچه ها فکر کنم صف فروش شنبه بالا 1 میلیارد راحت بره آدم به این جماعت چی بگه اخه هنوز صف فروش 654 میلیون,negative
این وبصادر وتجارت بدبختمون کردن به مولا ، کی درست میشه؟,negative
دوستان عزیز بانک تجارت یک بانک ورشکسته است ، و تا این قیمت هم الکی اومده. حالا چه قماری روشه الله اعلم. یکی از روسای بانک تجارت میگفت فعلا تا یه مدتی تو اصلاحه. ولی هدفش 600 تومانه که بلندمدت باید روش حساب کرد. اصلاحشم عمیقه که حتی ممکنه بره زیر 300 تومان. اگه بیاد رو‌300 منم میخرم.,negative
یکی از عللی که همچین عناصر ناپاکی اینجا میان خود ماییم ... اگر تو صف فروش نریم و سهم رو پایین نکشیم اینها غلط بکنن اینجا بیان ... مگه جرات دارن تو صفحه خساپا برن,negative
سهم تا 280 منفیه ، این خط اونم نشون ، بعضی از حرفاتون میشنوم خندم میگیره ، اینجا پر از تازه کار و بچست ، سهم تا 280 میریزه به خودتون دلگرمی الکی ندید ، من 15 ساله تو بورسم ، شک نکن هموطن,negative
دقیقا این پویش در خساپا اجرا شد و نتیجش رو دیدین ... متاسفانه نه در تجارت اجرا شد و نه در خودرو ... ..ولله من خودم تو این روزها به حد توانم از جفتشون خرید کردم. .ای کاش کمی اتحاد بیشتری داشتیم..,negative
من خودم خودرو دارم و تجارت ... ولی حقیقتا امروز خیلی حال کردم وقتی دیدم دولت بواسطه حقوقی خساپا هر کاری کردن نتونستن سهمشون رو پایین بیارن ... دوستان بچه های خساپا مردونه یک جنگ تمام عیار رو بردن ... .باشد برای دوستانی که غرق صفهای فروش میشن ... .واقعا برین ازشون یاد بگیرین..,negative
بابا نرید تو صف اخه چی میخوایی بخری چرا تو منفی پنج میری میفروشی,negative
وتجارت تا 350 ت اصلاح میکنه. بعدش میره مجمع سالانه هفته آینده یکشنبه سهم بسته میشه,negative
تا 15 م که مجمع داره احتمال اصلاح هست,negative
به بانکها اعتماد نکنید شستا عالیه تازه رشدش رو شروع کرده این سهم تا 100 تومان میاد پایین اصلاح سنگین داره,negative
وتجارت 100 تومانی میشود خخخ,negative
این سهم تا 355 اصلاح داره 11 درصد دیگه صبور باشید صرفا نظر شخصی,negative
حقوقی بیفکر حتی تو صف فروش هم دست از سر سهم برنمیداره,negative
این صف فروش چند صد میلیونی جمع نمیشه والا😄 من که دارم ضرر میکنم,negative
به نظر از شنبه سقوط میکنه.,negative
بانکها رو که میگن ورشکسته اند,negative
خدارحمتش کنه ، توتایم هفتگی واگرایی منفی داره,negative
در ایران تحلیل جواب نمیده چون وابسته به سیاسته,negative
نزول تا حدود 100 تومان مورد انتظار است,negative
سه خبر مهم در اینده نزدیک داره افزایش از محل تسعیر. عرضه دو شرکت زیر مجموعه در بورس. مطمین باشید تو گروه بانکی در پایان سال بهترین بازدهی را خواهد داشت فقط باید میان مدت به بالا نگهداری کرد. شاید قبل و بعد مجمع چند روز اذیت بکنن سهم را,positive
به امید خدا ازشنبه شروع رشده در صف فروش نرید خبرهای خوب تو راهه,positive
خبر خوب برای سهامداران وتجارت. ✅ با موافقت بانک مرکزی و سازمان بورس ، برنامه افزایش سرمایه از محل سود تسعیر نرخ ارز ، در برنامه سال جاری بانک تجارت قرار گرفت که پس از تهیه گزارش توجیهی ، این افزایش سرمایه نیز در مراحل اجرایی قرار خواهد گرفت.,positive
1000 تومان برای این سهم اصلا دور از ذهن نیست,positive
انتظار رشد شارپی از این سهم در هفته بعد اصلا دور از انتظار نیست,positive
سهم خیلی خوبیه,positive
دوست عزیز کمتر 5 دقیقه صف رو جمع میکنن شنبه حالا ببین,positive
شنبه اگ 30000 تا بخرم ... ..میشه 200000سهم. رشد شارپی از شنبه شروع میشه,positive
دوتا کندل منفی بازم میزنه (کندل سه کلاغ)بعدمنتظر صعود باشید.,positive
من دومیلیون سهم خریدم میانگینم هم 390 تومانه قبل 1200 هم به هیچوجه نمیفروشم هیچ سهمی ارزشمندتر از این سهم نیست واقعا طلاست یکبار ازاین سهم خارج شدم تو 190 تومان ضررش هم دیدم به هیچوجه حالاحالاها فروشنده نیستم,positive
این سهم با ارزش مشخصه سهام شناوریش هم از 25 درصد بالاتره پس دیگه خطر ریزش و اصلاح جدی تهدیدمون نمی کنه.,positive
خیلی ها کمین کردن بخرن مراقب سهمتون باشین ... ,positive
تعداد سهمای زیر 1000 تومان انگشت شمارن یکیش وتجارت و یکیش هم وبصادر هست.,positive
وتجارت جان هرچی بیشتر پایین بکشی ما بیشتر هوس میکنیم.,positive
وتجارت خبرای خوبی توی مجمع توراهه فقط سهامداری بازیگر و حقوقی میخواد سهم از چنگ یکسری ادم های ساده و تازه وارد دربیاره این اقای ***شارپنگ**فروخته و الان نقد هست و دنبال منفی بافی و خدا خدا میکنه سهم منفی بخوره خدایش الان چقد نقدی بگو تا بخندیم,positive
وتجارت با برخورد ب میدلاین کانال دجار اصلاح شد. امکان اصلاح تا 350 و سپس ادامه رشد … باید شنبه منتظر ماند .,positive
اصلاح ذات بازاره اگه اصلاح نباشه و بازار یه سره بره بالا که همه چی از هم می پوکه … پس قبل از اینکه تو دل دوستان هم نوعت را خالی کنی اول به سیگنالها نگاهی بنداز بعداً اظهار نظر کنید … روزگاری این سهم با قیمت 496 ریال باز شد و تا 366 هم ریزش کرد اما الان می بینی که داره با سرعت به سمت هدفش میره انشاله پرسود باشید,positive
این قیمت ها به زودی خاطره میشه برا همتون,positive
وتجارت شیر نر تالار شیشه ای🚀,positive
انشاله شنبه تو صف خرید می بینمتون,positive
شنبه ورود گروهی سنگین داریم این سهم طلاست,positive
تو ضرر نیستم میانگین کم میکنم ... .بهترین کار همینه,positive
دستت درد نکنه بابت اطلاع رسانی. ولی ما شنبه هم اضافه میکنیم ... .,positive
دوستان عجول ، حداقل تا 1000 صبر کنید … موفق و منصور باشید .,positive
تا آخر شهریور سهام زیر هزارتومان نداریم,positive
بزرگترین بانک بورسی ایران=وتجارت,positive
سلام به نظر بنده و با تحقیقاتی که انجام دادم از هفته آینده اکثر سهم ها از جمله وتجارت رشد خواهد داشت. (و با توجه به اینکه در تحریم هستیم به قول یکی از دوستان بزرگ که در امور هستن و دستشون توکاره تا زمانی که تحریم ها برداشته نشه به همین صورت رقم ها افزایشی خواهد بود ). پس مقداری اگر صبور باشید و سهامداری کنید حتی اگر تونستید بخرید چون در این وضعیت مملکت همیشه خریدار برنده هست و مقداری سهامداری کنید که به سودی که میخواهید برسید.,positive
و فکر هم می کنم به هممون انشالله سود خوبی هم میده,positive
انشالله ما که روی این سهم طولانی مدت اقلا تا فروردین فکر می کنیم..,positive
بعد از مجمع دامنه نوسان نامحدود. میگید نه بهتون ثابت میشه. اگه مثبت 100 نخورد,positive
من نمی دونم دیگه تجارت که از دی کمتر نیسا از هیچ لحاظی الان سهم دی رو 6000 تومانه,positive
یکی دو تا سهم هم دارم میفروشم ... .به وتجارت اضافه میکنم,positive
آخه حیفت نمیاد سهم با ارزش وتجارت رو مفت می فروشی دوست من؟,positive
شنبه انشاءالله 30000 سهم اضافه میکنم,positive
فقط امیدوارم روز مجمع یه افشا هم بزنه که دیگه نامحدود باز شه ... ,positive
با توجه به اینکه بعد مجمع شاخص دو میلیون رد میکنه به امید خدا انشاءالله عالی میشه. .بسیاری از دوستان +20 الی +30 در صد تخمین زدند,positive
انشاءالله شنبه 30000 سهم اضافه میکنم ... .,positive
تا میتوانید بخرید ... .البته شنبه تو مثبت میخرید,positive
اصلاح دیگه تمومه ... .از شنبه انشاءالله بازار صعودیه. بزرگترین سرمایه دار بانکی کشور,positive
دوستان هر سهم بزرگی نیاز به اصلاح داره مثل وتجارت فملی و. اصلاح با تایید کندل بازگشتی شروع شده و هدف اصلی حمایت قدرتمند 3076 خواهد بود. توصیه اینه که بصورت پلکانی ورود یا میانگین کم کنید. پیروز باشید.,positive
وتجارت سهمی که تو هر شهری ملک داره هر چقدر دوس داره شل کنه ما ول کن نیستیم تجارت جون,positive
سلام. فقط وتجارت,positive
سهم خوبی است در فروش آن حوصله کنید .عجله نکنید سهم خوب وهمیشه پر مشتری است.,positive
وتجارت و وبصادر جنسی از طلا ... ,positive
سهم حتی تا 280 تومان هم بیاد ما سهامداری میکنیم و پله ای خرید ولی متاسفانه باید این اصلاح سهمو قبول کنیم چون شاخص ساز ها همشون اصلاحشونو شروع کردن و داشتن مجمع هم اصلاحو سهمو شدیدتر کرده. سهامداری سهامداری,positive
وتجارت ❤️❤️❤️,positive
به کوری چشم همشون شنبه سهممون زو حمایت می کنیم..,positive
فقط وتجارت رو عشقه,positive
تقریبا میشه گفت نمودارش مثل وپارس رشد کرده. بنظر یکی دوتا کندل منفی دیگه داره سپس به رشدش ادامه میده. محدوده 390.360حمایت خیلی خوبی داره. پرسود باشید,positive
تا آخر با تجارت,positive
سلام دوستان عزیز. آقا از لحاظ تکنیکال با خیال راحت با 10 درصد منفی احتمالی روند صعودی خودش رو از سر می‌گیره. خیالتون راحت باشه. احتمال خیلی ضعیف بخواد از فیب 23 پایین‌تر بیاد که اگر بیاد تا 316 میاد پایین و نه 280. الان بهترین وقت برای ورود به سهم هست اما پله ای که اگر فیب 33 به پایین شکسته شد خرید بعد رو هم رو پله ای بعد داشته باشین تا کم‌ترین ضرر رو تو خرید فعلی و بیشترین سود رو در آینده داشته باشین. ان‌شاالله. موفق باشین,positive
فته آتی میبینید,positive
سهم زیر 500 با این شناوری میشه طلا,positive
من با ضررشم هستم,positive
من شنبه توصف خریدم.,positive
رتبه 2 نقد شوندگی در بورس ایران است تجارت دیگه چی می خواهید,positive
رتبه نقد شوندگی 2 در بورس ایران. نترسید نگه دارید دنبال سهم های زپرتی با نقد شوندگی مزخرف نروید,positive
پرواز ... ..,positive
پارسال سهم شپنا این موقع ببینید چقدر بوده. موفق باشید و صبور,positive
میخوان سهمای خوب مثل تجارت صادرت و خزامیا رو از دستمون دربیارن من هرسه تاشم دارم هرسه منفیه ولی دیگه زیاد پیگیر منفی مثبت نیستم چون اگه بفروشم خیلی ضرر میکنم حداقل اینا مطمئن ترن,positive
سلام. این روزها بهترین فرصت افزایش سهم هست هر روز 5000سهم اضافه کردم,positive
عزیزان کسانی که سردرگم هستید .ببینید وتجارت روی حمایت قوی فیبوناچی هست که بالای 99٪ همیشه دقیق عمل میکنه و اینکه این سهم تو این قیمت اصلاحی بیش از 3 یا 4 روز نداشته اگر نرید تو صف فروشی که حقوقی درست میکنه برای خرید سهم در قیمت پایین سهم قطعا شنبه مثبت هست یکم از سهامداران خساپا یاد بگیرید کافیه,positive
دوستان خوبم وتجارت نزدیک یک سطح حمایت قوی تاریخی هستش و بخاطر همون حمایت خوب به احتمال زیاد شنبه سهم برگرده ، اکه تایم فریم هفتگی یا ماهانه رو بررسی کنین متوجه میشین ، اگه هم حرفم اشتباهه خواهشاً اصلاح کنین اشتباهم رو ، ممنون ، پر سود باشین,positive
اخه سهم چهارصد تومانی اصلاحش کجا بود داستان چیه بورس داره سقوط ازاد می کنه؟,positive
اگه بازار همش رو به بالا باشه کسی سهمشو نمیفروشه معاملات راکد میشه باید ریزش باشه تا به سری بفروشند بعد تو رو به بالا جذابیت داشته باشه برای خریدن سهم از دست رفته,positive
MACDرو نگاه کنین بد نیست خط سیگنال و خط روند افتادن روی هم فشردگی خط روند و خط سیگنال همیشه قبل از یه رشد بزرگ اتفاق میفته تا میتونین بخرین,positive
شنبه به حمایت خوبی بر خورد میکنه بازار هم احتمالا خوبه پس شنبه برمیگرده سنگین در کف قیمت جم کنین ک ب این قیمت سهمی در بازار نیست,positive
عزیزان یه نکته ریز ... ازونجایی که وتجارت از وبصادر عقب تر هست زودتر مثبت میشه. با توجه به صف فروش سبکتره وتجارت و حجم بیشتری که نسبت به وبصادر تو این چند روزه منفی خورده همه چی مشهوده ... .دقیقا وتجارت مثل الان خساپا عمل میکنه ... خساپا هم چون از خودرو عقب تر هست هنوز منفی نشده و شاید هم نشه. در کل دوستان:صبر=سود ... عجله و هیجان=ضرر,positive
یکم اصلاح کنه خوبه برای هدف اصلی🚀,positive
شیر نر تالار شیشه ای,positive
افزایش سرمایه رو بزنه پرواز,positive
این بهترین فرصت خریده. حالا خواهید دید,positive
محکم بشینید صف تازیر پاتون علف سبز شه,positive
افزایش سرمایه قطعی است. منتظر سود بالا باشید,positive
فقط کافیه خبر افزایش سرمایه وتجارت بیاد بیرون ... ... .,positive
وتجارت طلایه. هرکی امروز فروخت پشیمون میشه,positive